168771
Q18880995,Q1054,Q225056
Q2989168,Q18554850
Q21888055,Q11798944
Q27334825,Q20748682
Q4830452,Q1233526,Q860395
Q19001046,Q12136
Q12758989,Q3550897
Q24045747,Q102083
Q724060,Q959782,Q22731,Q811979
Q131714,Q151885
Q716644,Q13219666
Q5050921,Q1480945,Q471145
Q4826214,Q320441
Q1604626,Q13357858
Q1798870,Q235858
Q4848673,Q18602556
Q19334262,Q742421
Q26694881,Q5663900
Q15649019,Q18624259
Q14516971,Q14623204
Q27606950,Q13357858
Q6017643,Q17578116
Q880741,Q743004
Q5153984,Q50202,Q13221722
Q3836211,Q171043
Q13454801,Q155098
Q152002,Q15995642
Q18557109,Q3052614,Q3052614
Q5118914,Q2095
Q3014227,Q14659
Q3595564,Q654051
Q319361,Q367911
Q20675343,Q7614320
Q380192,Q1287168
Q27606850,Q13357858
Q21173580,Q21167512
Q5321271,Q34379,Q181247
Q3003423,Q3721675
Q3272147,Q8812380,Q1640035
Q1241195,Q1293
Q35541,Q31989
Q7454834,Q49228
Q14405809,Q5638
Q16538203,Q3270632
Q23894016,Q1066748
Q7620974,Q12775041
Q2975735,Q16220775
Q11410,Q173799,Q17538258
Q179158,Q41415
Q2339404,Q3270632
Q4436015,Q121998
Q2123641,Q18966185
Q22814300,Q101352
Q3551935,Q428818,Q428874,Q24243084
Q339230,Q23397
Q7579929,Q83307
Q5903448,Q4867756
Q18379985,Q842262,Q849579
Q3540893,Q2260567
Q2979768,Q5175225
Q21685486,Q7208,Q495304
Q470437,Q25276,Q654
Q27570115,Q13357858
Q4351908,Q16939905
Q3095139,Q133311
Q6459298,Q93301
Q15720678,Q13357858
Q5514956,Q20650761
Q3512988,Q19842071
Q478603,Q697175
Q18553630,Q2610084
Q859563,Q1307214
Q1994728,Q200023
Q2730775,Q13357858
Q2355546,Q337657
Q19794186,Q1057187
Q17003082,Q3270632
Q15729064,Q178694,Q516266
Q2266431,Q3777756
Q296094,Q1952365
Q4148046,Q141488
Q1416398,Q1203436
Q3257916,Q166142
Q591586,Q781650
Q19839310,Q2008856
Q18967994,Q12136
Q1073769,Q13357858
Q430525,Q11424
Q3447105,Q749720
Q18248774,Q1335137
Q19396147,Q18119757,Q7433791
Q3306264,Q271993
Q3858180,Q13219666
Q21752591,Q17537576
Q588378,Q477248
Q3441124,Q37068
Q3646448,Q8138141
Q17565949,Q2735392
Q26211545,Q3700011,Q1434505
Q17638841,Q3088352
Q413621,Q846227,Q24153252
Q5580728,Q236425
Q5924353,Q8054
Q2599014,Q286
Q18882709,Q1119,Q466147
Q1656611,Q5415686
Q1857038,Q5638
Q18553995,Q18553993
Q18975174,Q12136,Q27096202
Q2806531,Q785745
Q1891566,Q486972
Q1026472,Q3777636,Q4796437
Q15623923,Q15916867
Q466590,Q842262,Q1940431,Q233132
Q629206,Q312466,Q192161
Q2312233,Q11698508
Q27799141,Q13357858
Q1537188,Q174736
Q11983,Q1475825
Q2549140,Q2516083,Q41176
Q26695158,Q5663900
Q19810669,Q764802
Q4207259,Q34379
Q11363,Q10922
Q4216207,Q18608406
Q15118634,Q121998
Q608997,Q2735392
Q16070050,Q161437
Q20856058,Q56061
Q3651983,Q1125341
Q3620774,Q585458
Q4436053,Q121998
Q26694961,Q5663900
Q4492144,Q11173
Q2159947,Q15303031
Q13292920,Q723127
Q3997973,Q7256234
Q1683266,Q8242
Q143623,Q177911
Q2049602,Q8047
Q16993911,Q11436
Q27590,Q879641,Q1803829
Q690416,Q12796
Q26698840,Q5663900
Q2113696,Q1479879
Q18175632,Q23928245
Q25343650,Q1076105
Q560679,Q216916
Q24730842,Q656105
Q2261265,Q13357858
Q2067154,Q8454
Q846411,Q571571,Q131138,Q31928
Q7144278,Q8054
Q18881928,Q1388,Q549744
Q18845369,Q1046,Q1190183
Q3976204,Q320603
Q2997526,Q4991371
Q2536228,Q558892,Q1838
Q49848,Q340169,Q386724
Q21139779,Q3519259
Q487818,Q34379
Q26696692,Q5663900
Q17861788,Q17407314
Q7447229,Q49228
Q375668,Q618779
Q10259887,Q5374675
Q18009934,Q744913,Q179057
Q1197154,Q9143
Q2340913,Q20379308
Q18664049,Q13382608,Q13581129
Q1936659,Q37073
Q5690604,Q3273722
Q3625647,Q1125341
Q1892535,Q6290007,Q578868
Q1939170,Q1384417
Q722626,Q14820887
Q3632930,Q1125341
Q18968146,Q12136
Q1645827,Q13357858
Q16985549,Q17422
Q11705934,Q1956088
Q18019706,Q648864
Q16968990,Q571,Q1978454
Q23685787,Q48282,Q829687
Q2399482,Q1228895
Q7889351,Q15726790
Q2719719,Q749316
Q623772,Q38035
Q672983,Q3270632
Q83944,Q1063
Q5266743,Q623268
Q1029907,Q24060765,Q16896124
Q7126768,Q19773264,Q24250647,Q17582,Q827454
Q1757103,Q202648
Q19861039,Q19866412
Q17501733,Q11436
Q889619,Q15623988
Q7563226,Q11436
Q3359343,Q2223649,Q3088323
Q4423904,Q40050
Q26702152,Q5663900
Q5663994,Q30185
Q1418147,Q13357858
Q16716832,Q3270632
Q1620789,Q182661
Q19001364,Q21503282
Q26691659,Q5663900
Q3536054,Q243543
Q26699241,Q5663900
Q6605486,Q41253
Q286457,Q3777564
Q149892,Q25324
Q1867602,Q484000
Q26271791,Q28813
Q26691465,Q5663900
Q2991378,Q25276,Q758
Q7530466,Q407355
Q26693795,Q5663900
Q4984211,Q748
Q18845506,Q1109,Q2498986
Q1554036,Q3308645
Q14564663,Q13357858
Q7798075,Q8054
Q2886189,Q3217374
Q15304529,Q15304522
Q18967339,Q12136
Q13426709,Q29182
Q1494578,Q12280
Q1461917,Q630531
Q113502,Q211548,Q165301
Q1434236,Q15984860
Q1434223,Q3777848
Q184781,Q11425,Q93184
Q19862059,Q429681
Q1558685,Q11446
Q12253,Q68
Q3551919,Q428818,Q428874,Q24243084
Q471089,Q100047
Q2785087,Q49389
Q1323929,Q23905927
Q796211,Q785745
Q19420988,Q6635
Q11874245,Q11446
Q2384664,Q8137
Q27036555,Q13357858
Q952133,Q2701282
Q15118663,Q121998
Q2975936,Q1410980
Q18844985,Q867,Q2288723
Q99982,Q483372
Q2711012,Q20646667
Q2646789,Q3454956
Q2298934,Q10863152
Q11680018,Q2329,Q333
Q9347372,Q1914636
Q4204728,Q2945
Q27342153,Q13357858
Q344836,Q40357
Q4944687,Q36956
Q17145591,Q8054
Q26212271,Q785745
Q5132273,Q33669
Q5756723,Q1888937
Q27799214,Q13357858
Q681696,Q17079481,Q16722960
Q10706865,Q1307792
Q1147171,Q55490
Q1958165,Q4161597
Q4254825,Q11436
Q10397359,Q1307792,Q1075310
Q7373639,Q11436
Q3629850,Q729283
Q5468728,Q495304,Q502159
Q7644616,Q95074
Q362542,Q1259027
Q7567052,Q785745
Q1155180,Q785745
Q19521495,Q623109
Q27537765,Q13357858
Q19772404,Q764802
Q20734740,Q917574
Q19720443,Q3057965,Q331795
Q1890233,Q7204920
Q4688039,Q165363
Q7620532,Q7802
Q3446617,Q1584402
Q36807,Q34073
Q18482576,Q198952,Q18481355
Q15145383,Q127771,Q15062149,Q1145763
Q26694242,Q5663900
Q750630,Q178598
Q10312791,Q16533
Q2829733,Q178359
Q3740029,Q7239
Q2983057,Q3240003
Q18128837,Q11436
Q3235956,Q14660
Q5012807,Q11436
Q15614064,Q18043461,Q18089563
Q27621374,Q1714828
Q7307631,Q182676
Q83360,Q620207
Q3143699,Q34379
Q18556437,Q19000574
Q17112584,Q11436
Q2423221,Q13357858
Q1797878,Q783794
Q16668615,Q55998
Q2806518,Q20650761
Q12220257,Q7802
Q21531700,Q7501153
Q604075,Q18553439,Q1553018
Q15921518,Q30461,Q48352
Q1641132,Q41861,Q25303605
Q1187338,Q191865
Q2135910,Q123705
Q26701069,Q5663900
Q25326648,Q769815
Q27607316,Q13357858
Q6394873,Q2095
Q26698434,Q5663900
Q17489396,Q658414,Q506736
Q5158332,Q8054
Q2896861,Q101072
Q2900244,Q13634881
Q799277,Q13357858
Q6749838,Q2388316
Q1140682,Q13357858
Q5110499,Q5043
Q16537427,Q21224061
Q2174933,Q1642960
Q22672363,Q189290,Q45199
Q89934,Q838185,Q10864048,Q1048835
Q4178004,Q15980804
Q21121665,Q17618153
Q2739186,Q319141
Q182851,Q1159201,Q7303176
Q12060981,Q1051772
Q3245739,Q121998
Q27668858,Q13357858
Q2047271,Q3270632
Q420274,Q3777818
Q1465453,Q1199515
Q2668053,Q123705
Q3357577,Q30022
Q18556638,Q18556020
Q7259490,Q7802
Q27798712,Q13357858
Q7885246,Q1138780
Q15982858,Q12859263
Q1938578,Q178780
Q2381215,Q13357858
Q10332876,Q43229
Q3765073,Q1125341
Q2457633,Q13357858
Q36109,Q33577
Q11644876,Q49371
Q20900764,Q36389,Q920057
Q4797179,Q30849
Q6455461,Q20650761
Q26698246,Q5663900
Q26698754,Q5663900
Q21704680,Q2602778
Q7109197,Q18325242
Q6813542,Q2095,Q431289,Q13233
Q20406447,Q121998
Q2108753,Q2227106
Q18378124,Q131925
Q18558205,Q18558206
Q27570039,Q13357858
Q15731190,Q157031
Q26690292,Q5663900
Q18011202,Q2623733
Q18845107,Q744,Q727373
Q21067805,Q2816686,Q27430458
Q7321258,Q17852731
Q1714174,Q16533
Q239582,Q42998
Q5627785,Q785745,Q1079190
Q7899050,Q159334
Q799512,Q13357858
Q618388,Q41426
Q3217381,Q2699398
Q1391831,Q11064354,Q28823
Q308468,Q1048366
Q15901558,Q13357858
Q24262978,Q18327520
Q17747403,Q1115,Q1895097
Q3458036,Q123705
Q13479762,Q20650761,Q617792
Q1517194,Q4810496,Q33705
Q1675068,Q13357858
Q7818289,Q10429090
Q20089987,Q972011
Q3556895,Q42178
Q510578,Q1318941
Q26709616,Q47574
Q1240933,Q121998
Q11923877,Q3117505
Q20022421,Q1938215
Q19669999,Q1349015
Q25257,Q283,Q1190554
Q7680763,Q1361551
Q15629189,Q15629179
Q5274019,Q11053
Q26696502,Q5663900
Q2584532,Q19467813
Q4919054,Q210223
Q26694319,Q5663900
Q190946,Q1330709
Q20071138,Q21674689
Q3621673,Q166118
Q13054393,Q10943
Q7706570,Q3753221
Q31789,Q12136,Q18556215,Q4116466
Q3267048,Q1420
Q799637,Q13357858
Q5906712,Q743004
Q1627831,Q17152566
Q3887781,Q3092395
Q5515038,Q20650761
Q1783244,Q192096
Q1541071,Q17578116,Q3858501
Q2746186,Q11451
Q18553554,Q4781026
Q1336142,Q170451
Q1319705,Q11446
Q3100422,Q2471563,Q18015938
Q21173329,Q21167512
Q18851340,Q1303,Q785632
Q20860015,Q56061
Q1138590,Q208414
Q21174101,Q21167512
Q18015121,Q3893527,Q178296
Q7516655,Q11436
Q17448983,Q18216056
Q26700753,Q5663900
Q5672086,Q128393
Q14390192,Q14469439
Q18888845,Q1121,Q2417724
Q723786,Q16000355,Q1151267,Q18015938
Q4838441,Q53060,Q81715
Q1371249,Q13357858
Q121742,Q8068
Q3073734,Q3217492
Q6963976,Q3947
Q16996563,Q13357858
Q5888834,Q365585
Q17020257,Q1778449
Q1246024,Q10943,Q3088330,Q17315191
Q1224650,Q2041172
Q26690338,Q5663900
Q5513131,Q93301
Q567348,Q483373
Q7596752,Q39715
Q3613220,Q1125341
Q2038292,Q123705
Q1380284,Q161705,Q174736
Q740770,Q12796
Q26697651,Q5663900
Q3802415,Q1125341
Q16924680,Q11436
Q12950623,Q8338
Q16842991,Q121998
Q15304532,Q15304529
Q3331388,Q2095
Q560808,Q768575
Q18557205,Q18557206
Q2839591,Q42962
Q27074285,Q341134
Q4007532,Q1125341
Q23892334,Q416949
Q5256141,Q1400264
Q26702410,Q5663900
Q3366993,Q1064858
Q336917,Q483373
Q26694482,Q5663900
Q14238758,Q26836193
Q18844482,Q660,Q468882
Q2445140,Q17578116
Q1285463,Q3128486,Q371909
Q26214823,Q21246076
Q1779152,Q39286
Q18844934,Q677,Q1201493
Q19881235,Q121998
Q26694536,Q5663900
Q4436038,Q121998
Q3725646,Q3251367
Q646817,Q18491037
Q1303814,Q126095,Q173212
Q1044749,Q1209840
Q21114371,Q4164871
Q7889294,Q15726790
Q13022116,Q21290865
Q1371254,Q13357858
Q333593,Q3777638
Q21683498,Q611939
Q18524084,Q13357858
Q3062651,Q11053
Q179294,Q5,Q6581097
Q15154412,Q9842
Q888612,Q188534,Q483251
Q1455389,Q13357858
Q5380896,Q101072
Q2609854,Q15061650
Q3455861,Q19937286,Q5352191
Q3242082,Q8074
Q27607534,Q13357858
Q239990,Q19768
Q27570244,Q13357858
Q27607711,Q13357858
Q3257120,Q2223649
Q7543438,Q11053
Q5580558,Q3341285
Q1456194,Q630531
Q80026,Q846785,Q1322005
Q799520,Q13357858
Q3906773,Q945532
Q429785,Q2560056,Q3305213
Q295033,Q5297
Q7542724,Q11053
Q1518169,Q13360264,Q26791887
Q18352668,Q12518
Q1333479,Q20650761,Q617792
Q15712999,Q93301
Q1261210,Q2912397
Q15632632,Q201788
Q2069469,Q188507
Q18556903,Q18975047
Q1181933,Q219423
Q3931711,Q1125341
Q21111953,Q170518
Q27607599,Q13357858
Q18557988,Q3334995,Q160796
Q2187392,Q316930
Q2736728,Q155965
Q26696238,Q5663900
Q2835709,Q1125341
Q26694394,Q5663900
Q27607540,Q13357858
Q21290849,Q486839
Q26696740,Q5663900
Q1112606,Q4739805
Q184196,Q3777655
Q4804088,Q11053
Q426245,Q8054
Q684138,Q4867756
Q26693589,Q5663900
Q18881323,Q1094,Q785466
Q18975625,Q12136
Q3123445,Q1134461
Q3504358,Q236425
Q7280270,Q37105
Q20993424,Q17372463,Q20993389
Q3450166,Q771124
Q6703812,Q763288
Q9379869,Q37226,Q23303222
Q2983096,Q1125341
Q20872265,Q1109105
Q444116,Q1342294
Q2192590,Q1231959
Q18967527,Q12136
Q26697440,Q5663900
Q20644849,Q11631
Q1998183,Q13357858
Q16836100,Q11436
Q3949092,Q1125341
Q891841,Q1142960
Q1942795,Q14509381
Q2451592,Q12639
Q1754920,Q131841
Q290917,Q19842071
Q2180411,Q1028181,Q21178131
Q13217523,Q204179,Q5433715,Q5192262
Q13455770,Q3074936
Q282221,Q630531
Q1466064,Q1815901
Q1819078,Q11707
Q6869576,Q13233
Q1108464,Q22988604
Q19752714,Q7614320,Q23636313
Q18888829,Q1121,Q2417724
Q18975910,Q12136
Q27669101,Q13357858
Q1467339,Q1758393,Q1079120
Q26787946,Q3752810
Q15832120,Q121998
Q2525994,Q918230
Q26692404,Q5663900
Q1202255,Q21976260
Q1226318,Q11707
Q1146354,Q2111747
Q27606924,Q13357858
Q936370,Q37732
Q8031242,Q205204
Q7374286,Q21224061
Q2336535,Q11900058
Q688185,Q625151
Q24459500,Q83267
Q27607787,Q13357858
Q16452643,Q17376887
Q1001106,Q7880715
Q19390308,Q15042660
Q3044354,Q37732
Q5618359,Q728
Q27441529,Q21067802
Q7685994,Q1051772
Q5358201,Q600751,Q4164871
Q26691986,Q5663900
Q19862353,Q178977
Q1100989,Q9778,Q5569949
Q13504327,Q13357858
Q860945,Q2989168
Q11150767,Q11460
Q18674739,Q811979
Q26883828,Q26883745
Q11570859,Q155076
Q19833337,Q3447203
Q26691177,Q5663900
Q1141550,Q1133563
Q7194938,Q2095
Q863912,Q44649
Q474572,Q216916,Q130681
Q3406328,Q9748
Q24568879,Q1076105
Q18888934,Q1105,Q2393673
Q18554475,Q3055380
Q3258095,Q11436
Q22669528,Q1076105
Q26739609,Q26739327,Q18554625
Q8011071,Q17307272
Q15643532,Q2061540
Q414496,Q79529
Q165254,Q3777846
Q18883377,Q708,Q1372384
Q979867,Q13357858
Q408014,Q11173
Q21993562,Q662729,Q15253558
Q27799847,Q13357858
Q6899283,Q1416636
Q1752020,Q2912397
Q27042524,Q1651051
Q5287802,Q2471563,Q18015938,Q1048057
Q17142782,Q11436
Q18847418,Q1226,Q2319551
Q1143633,Q1412769
Q2581083,Q1420
Q678492,Q30461,Q48352
Q1623739,Q9585
Q1546914,Q928235
Q5354754,Q4830453
Q260491,Q28823
Q18965553,Q12136
Q26692478,Q5663900
Q4684749,Q4057496
Q7382200,Q2095
Q24038800,Q2916006
Q27608606,Q13357858
Q3114255,Q3454956
Q903385,Q1175042
Q11396960,Q1331793,Q783794
Q3796700,Q177626
Q23423,Q2879412
Q322177,Q17320256
Q1151419,Q21651927
Q5968385,Q11436
Q26692061,Q5663900
Q5811429,Q15633191
Q15132406,Q618,Q464352
Q1573033,Q1589502
Q5332973,Q210223
Q3948643,Q1125341
Q16836245,Q2095
Q3346336,Q4990963
Q1037642,Q7748
Q1143785,Q900977,Q811979
Q14553395,Q358
Q51597,Q38035
Q4793972,Q743004
Q7640203,Q41415
Q862484,Q37756
Q156530,Q14861565
Q7540718,Q11436
Q17302772,Q106658
Q1787993,Q11173
Q1892516,Q41176
Q17310777,Q79529
Q2310304,Q549728,Q1386
Q1990745,Q3356483
Q33077,Q2209395
Q17538690,Q17519152
Q441989,Q309
Q27626226,Q13357858
Q3909590,Q2624432
Q194041,Q18558086,Q239342,Q4135505
Q16986594,Q20650761
Q15830892,Q15829786
Q627921,Q223655
Q26692910,Q5663900
Q9033890,Q2095
Q16609348,Q22706
Q13506476,Q13357858
Q1408770,Q1121708
Q18127,Q167270,Q1917775,Q2442401
Q26696526,Q5663900
Q22330839,Q1076105
Q26695307,Q5663900
Q19001367,Q12136
Q242648,Q516074
Q1062509,Q523,Q497654
Q218412,Q14890574
Q50636,Q309
Q19000729,Q12136
Q18556783,Q19000544
Q27030938,Q10816384
Q682944,Q15042037
Q2447551,Q398875
Q27340322,Q13357858
Q1313442,Q26540
Q1097688,Q12483
Q24248888,Q633848
Q1567262,Q16000047
Q3945348,Q1125341
Q222310,Q625151
Q337314,Q785745
Q5191903,Q11436
Q207092,Q229256,Q12136,Q18928624
Q659647,Q216916
Q18752578,Q6451172,Q41176
Q27608165,Q13357858
Q5514518,Q20650761
Q15049783,Q207977
Q26696797,Q5663900
Q1434214,Q11173
Q16642513,Q427457
Q1492515,Q44539
Q15138487,Q903799
Q6720783,Q236425
Q12376089,Q14212
Q1225911,Q1790144
Q1141462,Q7150
Q749310,Q1318941
Q6975221,Q628179
Q26699544,Q5663900
Q16655366,Q17351671
Q2122,Q608
Q21057310,Q165632
Q2001941,Q216916
Q1561845,Q13357858
Q1803690,Q327333
Q18556276,Q18975031
Q3784779,Q19898730
Q14916275,Q131767
Q27569293,Q178
Q1492584,Q179294,Q3409374
Q12011585,Q1735864
Q1202108,Q13357858
Q1404932,Q834028
Q27347518,Q13357858
Q695318,Q4539,Q43183
Q15623950,Q4115671,Q515716,Q13220204
Q1524930,Q104843
Q491853,Q13219666
Q18888322,Q979,Q1828459
Q3833426,Q1125341
Q11903565,Q943526
Q7827204,Q319141
Q3914867,Q5972899
Q415829,Q11352
Q26699708,Q5663900
Q1471241,Q20650761,Q617792
Q1861554,Q121998
Q2112349,Q50202,Q13220204
Q26692249,Q5663900
Q16003616,Q13357858
Q1379246,Q17544377
Q20432807,Q30046
Q3559024,Q3502496,Q532
Q6344478,Q2095
Q15831882,Q121998
Q8094,Q11663
Q186072,Q950318
Q18710467,Q14897293
Q21281369,Q578874
Q3006280,Q35022
Q5520322,Q8054
Q652976,Q9147
Q689057,Q735
Q3656664,Q1125341
Q18882651,Q1857,Q618200
Q3245732,Q121998
Q8776398,Q15042037,Q3183364
Q5282526,Q8054
Q427329,Q1073138
Q3699738,Q3777868
Q3133901,Q2518689
Q10453828,Q12132683,Q253732
Q18714098,Q1028181,Q3400050,Q15296811,Q19101121
Q19588,Q11426,Q11344,Q19549
Q18560233,Q5442487
Q2520727,Q123705
Q5508507,Q3142,Q1075
Q1870596,Q15061650,Q1344963
Q16976470,Q3911030
Q5713119,Q1048057,Q12346647
Q401402,Q1054718
Q20986824,Q749311
Q26694455,Q5663900
Q27145256,Q15720625
Q12407518,Q2095
Q5013230,Q20650761
Q3114815,Q19642685,Q3114821
Q4538275,Q137559
Q19803073,Q13357858
Q1988080,Q13357858
Q159595,Q8434
Q604079,Q3142,Q1075
Q34850,Q33932
Q18553504,Q1758393
Q5511853,Q93301
Q3706013,Q3777691
Q36793,Q19860
Q21174156,Q21167512
Q1123401,Q11446
Q27669854,Q13357858
Q2659272,Q48204
Q24206782,Q15916867
Q18810149,Q4683453
Q5110509,Q5043
Q896988,Q186517
Q864475,Q246672
Q26695516,Q5663900
Q3900056,Q945532
Q3397335,Q1350310
Q19246025,Q13357858
Q1944586,Q617028,Q207628,Q2088357
Q27798867,Q13357858
Q2182492,Q4531153
Q26492794,Q1543446
Q26218013,Q2363721
Q7543583,Q3039862
Q1973074,Q785466,Q1094
Q6625037,Q3947
Q2084555,Q20650761,Q617792
Q26696509,Q5663900
Q616077,Q36649
Q26691229,Q5663900
Q337221,Q34336
Q686479,Q3579211,Q173603
Q5335134,Q18089563
Q21506740,Q21167512
Q843405,Q30461,Q48352
Q26698516,Q5663900
Q26694924,Q5663900
Q18845060,Q731,Q469670
Q27518657,Q13357858
Q18060802,Q786848
Q1713672,Q216916
Q2403630,Q3270632
Q3515803,Q11436
Q26691144,Q5663900
Q1522357,Q927407
Q56299,Q9040772
Q2481505,Q184748
Q1529457,Q180173
Q2123921,Q44022
Q26697295,Q5663900
Q15890984,Q507916
Q537896,Q854248
Q26694492,Q5663900
Q781303,Q13357858
Q615196,Q502163
Q4438147,Q11410
Q18882412,Q1846,Q466737
Q17086453,Q8366
Q26690364,Q5663900
Q159142,Q10616395
Q7434154,Q18553785
Q19833152,Q11348
Q4253127,Q207452
Q2472329,Q37732
Q192005,Q107715
Q1831952,Q6623809
Q1184783,Q11446
Q5462362,Q34379
Q27798349,Q13357858
Q9352235,Q31920
Q2647779,Q13357858
Q19856181,Q3237773,Q654749
Q527065,Q392604
Q2624661,Q18624259
Q1837955,Q16163440
Q26699196,Q5663900
Q27677598,Q11081
Q3832970,Q33838
Q806370,Q19768
Q15468663,Q178359
Q27348450,Q13357858
Q3014296,Q378622
Q18552981,Q17450550
Q7889348,Q15726790
Q6084657,Q618779
Q54366,Q7001229
Q246046,Q777087
Q5924359,Q11053
Q23702026,Q7278
Q9301083,Q2095
Q505781,Q3235978,Q6999
Q1762278,Q42527
Q2564240,Q13357858
Q18883199,Q925,Q1321353
Q3221068,Q1374122,Q1086
Q13400802,Q899033
Q6799604,Q33146
Q620865,Q244339
Q7433263,Q6581097
Q5558486,Q2429620
Q2582592,Q37732
Q21009815,Q11173
Q3514355,Q11799101,Q7210356
Q2464592,Q104843
Q17861748,Q17861681
Q3851672,Q114675
Q49674,Q697175
Q14622586,Q13357858
Q1981456,Q13357858
Q5283531,Q18559091,Q15630906
Q22690225,Q7239
Q26692282,Q5663900
Q3902113,Q1125341
Q22670030,Q36784,Q19953632
Q26992231,Q13357858
Q21517662,Q44541
Q21504965,Q12800682
Q3272827,Q5200157
Q20018913,Q756215
Q23926708,Q20650761
Q2933722,Q31087
Q21124515,Q18558086
Q18556801,Q18553364
Q5513004,Q8054
Q2178284,Q2137778
Q1202095,Q13357858
Q384531,Q3270632
Q27570360,Q13357858
Q956086,Q7397
Q2908004,Q1155083
Q206584,Q2001385
Q26691532,Q5663900
Q2622857,Q4189855,Q166080
Q2946795,Q8094
Q17364042,Q631560
Q18557469,Q18555148,Q18556869
Q27348531,Q13357858
Q5374184,Q2095
Q27607993,Q13357858
Q27669877,Q13357858
Q2983217,Q1125341
Q27669718,Q13357858
Q215803,Q184240
Q18845524,Q1109,Q2498986
Q18888533,Q1133,Q2334543
Q19841477,Q415856
Q3661509,Q17315191
Q3777608,Q723127
Q26225493,Q6960620
Q3441161,Q13276
Q780605,Q2352616
Q26698274,Q5663900
Q27429748,Q13357858
Q18888494,Q999,Q2217740
Q10646543,Q170474
Q7495956,Q9585
Q338106,Q3777540
Q1636765,Q34064
Q1623344,Q506253,Q1047791
Q4843134,Q4938043,Q231587
Q18127876,Q1420
Q6487116,Q11436
Q181623,Q655686,Q9158768
Q2961992,Q2257775
Q220759,Q3534114
Q266675,Q11405
Q26699862,Q5663900
Q27677767,Q847057
Q24004466,Q186081
Q5157235,Q1058691,Q1201835
Q2963735,Q35828
Q19860842,Q13405461
Q15977509,Q5322166
Q20017615,Q13426709
Q290702,Q2088357
Q1716850,Q162986,Q2518299
Q27607075,Q13357858
Q11795138,Q1846618
Q3389680,Q15042037
Q18015710,Q181818
Q23498152,Q752870
Q26984814,Q729283
Q7270906,Q20650761
Q5870346,Q163140,Q606114
Q6890112,Q785745,Q1011643
Q4746472,Q8054
Q2008281,Q24294815
Q2545082,Q123705
Q3433064,Q8063
Q1800697,Q11446
Q1016353,Q2018769
Q26692129,Q5663900
Q5513690,Q1493513
Q696031,Q13406554
Q18128835,Q11436
Q19363217,Q21668810
Q1321542,Q25276,Q1091
Q2859333,Q56499
Q27668831,Q13357858
Q15836380,Q2102713
Q18553460,Q18971517,Q8041560
Q3645151,Q3777599
Q7913069,Q19358748
Q2335539,Q215292
Q26698987,Q5663900
Q260946,Q131714
Q3855556,Q13379369
Q2962810,Q18716363
Q188758,Q172937
Q15640053,Q3491904
Q1792645,Q3202271
Q909550,Q834028
Q1842924,Q735
Q3848331,Q23404
Q18556394,Q369157
Q17077429,Q1420
Q18042461,Q389
Q18089070,Q2912397
Q3489028,Q11460
Q20747991,Q21976260
Q7160230,Q1420
Q2232222,Q180516
Q1637762,Q13357858
Q26696619,Q5663900
Q1434805,Q648995,Q222032
Q73258,Q13357858
Q1962297,Q3331189
Q18285098,Q40231
Q2901670,Q93301
Q27608518,Q13357858
Q12712980,Q12712978
Q18888232,Q942,Q1372372
Q20640444,Q2266066
Q18061633,Q1422495
Q27570071,Q13357858
Q26691606,Q5663900
Q18850918,Q1249,Q464031
Q16960877,Q20650761,Q785745
Q20725000,Q4243782
Q1673213,Q5292
Q796216,Q3251801
Q18883130,Q897,Q1330776
Q557206,Q902104,Q867738
Q18168690,Q206084
Q5097012,Q5097014
Q5864,Q244393,Q1007122,Q3450
Q1641486,Q1641483
Q4096954,Q170013
Q5786321,Q738422
Q2907261,Q670732
Q11421780,Q785745
Q18554594,Q1347256
Q18556513,Q18555132
Q1875431,Q516844
Q3297569,Q13276
Q3032139,Q662914
Q1020399,Q124072
Q39262,Q39253
Q3962332,Q14637321
Q36751,Q19860
Q18557573,Q18968123
Q1474208,Q657221,Q1161355
Q26699020,Q5663900
Q3375649,Q17122834
Q3066421,Q5297
Q18207439,Q11436
Q18554296,Q1131786
Q257954,Q79529
Q19697552,Q489357
Q12953148,Q33838
Q18844410,Q663,Q784823
Q16025332,Q129
Q27347559,Q13357858
Q18011131,Q14623646
Q10666462,Q11460
Q27570128,Q13357858
Q13400720,Q899033
Q4527099,Q33045
Q7543349,Q11053
Q1320701,Q186817
Q5157710,Q11436
Q3833400,Q764802
Q17709301,Q16694396
Q26012500,Q26012310
Q886270,Q13219666
Q655150,Q1318941
Q15065,Q9237
Q7630428,Q41415
Q27020587,Q13357858
Q27494280,Q27494241,Q27494241,Q27494241,Q27494241,Q2596997
Q5103585,Q2095
Q18888396,Q999,Q2217740
Q799138,Q640040
Q6938859,Q1109500
Q36217,Q806477
Q11709723,Q3579211
Q23925382,Q4115671
Q2261208,Q13357858
Q3071880,Q56697
Q5191724,Q12518
Q213930,Q318,Q46587
Q5301395,Q11436
Q1861037,Q17299750
Q16452612,Q17376887
Q2912711,Q3635737
Q18558127,Q18553669
Q3607994,Q223655
Q180537,Q355304
Q18556287,Q5442760
Q828803,Q216353
Q18845242,Q895,Q1321050
Q20429195,Q30046
Q26693034,Q5663900
Q5509661,Q93301
Q10541153,Q482994
Q1499932,Q743004
Q662175,Q329499,Q900406
Q18629678,Q25391
Q137959,Q13219666
Q27677798,Q847057
Q2122677,Q571
Q26698566,Q5663900
